Municipios,Total
Cillorigo de Liébana,31.432
Colindres,35.479
Comillas,30.887
"Corrales de Buelna, Los",33.295
Corvera de Toranzo,30.321
Campoo de Enmedio,36.499
Entrambasaguas,35.571
Escalante,39.538
Guriezo,35.431
Hazas de Cesto,32.964
Hermandad de Campoo de Suso,39.59
Herrerías,31.656
Lamasón,26.202
Laredo,32.773
Liendo,40.883
Liérganes,36.819
Limpias,32.44
Luena,28.961
Marina de Cudeyo,40.751
Mazcuerras,36.519
Medio Cudeyo,38.002
Meruelo,31.297
Miengo,34.522
Miera,28.276
Molledo,29.156
Noja,32.215
Penagos,40.311
Peñarrubia,31.339
Pesaguero,28.726
Pesquera,
Piélagos,41.651
Polaciones,25.98
Polanco,37.236
Potes,29.937
Puente Viesgo,35.826
Ramales de la Victoria,27.09
Rasines,32.949
Reinosa,31.91
Reocín,36.617
Ribamontán al Mar,37.187
Ribamontán al Monte,39.516
Rionansa,31.129
Riotuerto,33.782
"Rozas de Valdearroyo, Las",30.181
Ruente,34.056
Ruesga,30.862
Ruiloba,34.596
San Felices de Buelna,33.965
San Miguel de Aguayo,34.061
San Pedro del Romeral,22.169
San Roque de Riomiera,23.436
Santa Cruz de Bezana,48.663
Santa María de Cayón,34.991
Santander,38.641
Santillana del Mar,40.012
Santiurde de Reinosa,31.434
Santiurde de Toranzo,34.805
Santoña,32.361
San Vicente de la Barquera,32.29
Saro,34.086
Selaya,32.22
Soba,28.35
Solórzano,33.79
Suances,36.665
"Tojos, Los",31.307
Torrelavega,32.104
Tresviso,
Tudanca,27.959
Udías,31.742
Valdáliga,33.162
Valdeolea,30.646
Valdeprado del Río,33.366
Valderredible,30.078
Val de San Vicente,30.429
Vega de Liébana,29.801
Vega de Pas,42.309
Villacarriedo,33.207
Villaescusa,44.828
Villafufre,32.599
Valle de Villaverde,24.45
Voto,32.923
Abades,35.433
Adrada de Pirón,31.399
Adrados,27.568
Aguilafuente,31.727
Alconada de Maderuelo,31.744
Aldealcorvo,31.744
Aldealengua de Pedraza,31.399
Aldealengua de Santa María,31.744
Aldeanueva de la Serrezuela,31.744
Aldeanueva del Codonal,27.88
Aldea Real,34.698
Aldeasoña,31.744
Aldehorno,31.744
Aldehuela del Codonal,31.496
Aldeonte,31.744
Anaya,39.547
Añe,31.496
Arahuetes,31.399
Arcones,28.05
Arevalillo de Cega,31.399
Armuña,35.14
Ayllón,31.452
Barbolla,30.603
Basardilla,35.283
Bercial,28.164
Bercimuel,31.744
Bernardos,33.823
Bernuy de Porreros,32.895
Boceguillas,33.625
Brieva,31.399
Caballar,31.399
Cabañas de Polendos,35.092
Cabezuela,34.505
Calabazas de Fuentidueña,31.744
Campo de San Pedro,33.092
Cantalejo,31.843
Cantimpalos,34.075
Carbonero el Mayor,37.012
Carrascal del Río,32.489
Casla,28.184
Castillejo de Mesleón,29.169
Castro de Fuentidueña,31.744
Castrojimeno,31.744
Castroserna de Abajo,31.399
Castroserracín,31.744
Cedillo de la Torre,31.744
Cerezo de Abajo,28.819
Cerezo de Arriba,30.41
Cilleruelo de San Mamés,31.744
Cobos de Fuentidueña,31.744
Coca,32.461
Codorniz,30.629
Collado Hermoso,41.98
Condado de Castilnovo,31.744
Corral de Ayllón,31.744
Cubillo,31.399
Cuéllar,32.474
Chañe,41.438
Domingo García,31.496
Donhierro,31.496
Duruelo,35.113
Encinas,31.744
Encinillas,38.075
Escalona del Prado,34.853
Escarabajosa de Cabezas,38.407
Escobar de Polendos,40.134
"Espinar, El",33.748
Espirdo,34.379
Fresneda de Cuéllar,42.773
Fresno de Cantespino,32.941
Fresno de la Fuente,31.744
Frumales,31.164
Fuente de Santa Cruz,31.496
Fuente el Olmo de Fuentidueña,30.828
Fuente el Olmo de Íscar,31.496
Fuentepelayo,35.277
Fuentepiñel,31.744
Fuenterrebollo,30.039
Fuentesaúco de Fuentidueña,33.207
Fuentesoto,32.442
Fuentidueña,29.284
Gallegos,31.399
Garcillán,37.82
Gomezserracín,37.259
Grajera,36.183
Honrubia de la Cuesta,31.744
Hontalbilla,28.26
Hontanares de Eresma,35.949
"Huertos, Los",30.864
Ituero y Lama,29.599
Juarros de Riomoros,31.496
Juarros de Voltoya,24.87
Labajos,28.423
Laguna de Contreras,28.215
Languilla,31.744
Lastras de Cuéllar,26.35
Lastras del Pozo,31.496
"Lastrilla, La",42.79
"Losa, La",39.501
Maderuelo,32.919
Marazuela,31.496
Martín Miguel,38.47
Martín Muñoz de la Dehesa,40.599
Martín Muñoz de las Posadas,26.108
Marugán,29.91
Matabuena,31.088
Mata de Cuéllar,32.716
"Matilla, La",31.399
Melque de Cercos,31.496
Membibre de la Hoz,31.744
Migueláñez,34.346
Montejo de Arévalo,34.933
Montejo de la Vega de la Serrezuela,29.298
Monterrubio,31.399
Moral de Hornuez,31.744
Mozoncillo,36.24
Muñopedro,29.553
Muñoveros,32.351
Nava de la Asunción,32.258
Navafría,32.093
Navalilla,31.744
Navalmanzano,33.96
Navares de Ayuso,31.744
Navares de Enmedio,31.744
Navares de las Cuevas,31.744
Navas de Oro,33.341
Navas de San Antonio,30.423
Nieva,29.885
Olombrada,29.18
Orejana,31.399
Ortigosa de Pestaño,31.496
Otero de Herreros,34.263
Pajarejos,31.744
Palazuelos de Eresma,41.949
Pedraza,34.983
Pelayos del Arroyo,31.399
Perosillo,31.496
Pinarejos,34.628
Pinarnegrillo,31.496
Carabias,31.744
Prádena,34.084
Puebla de Pedraza,31.399
Rapariegos,36.388
Rebollo,31.399
Remondo,35.717
Riaguas de San Bartolomé,31.744
Riaza,32.697
Ribota,31.744
Riofrío de Riaza,31.744
Roda de Eresma,32.856
Sacramenia,31.926
Samboal,29.626
San Cristóbal de Cuéllar,34.427
San Cristóbal de la Vega,31.496
Sanchonuño,36.312
Sangarcía,35.363
Real Sitio de San Ildefonso,37.405
San Martín y Mudrián,36.228
San Miguel de Bernuy,32.185
San Pedro de Gaíllos,30.999
Santa María la Real de Nieva,33.1
Santa Marta del Cerro,31.399
Santiuste de Pedraza,31.399
Santiuste de San Juan Bautista,30.202
Santo Domingo de Pirón,31.399
Santo Tomé del Puerto,27.326
Sauquillo de Cabezas,29.689
Sebúlcor,31.593
Segovia,37.688
Sepúlveda,33.584
Sequera de Fresno,31.744
Sotillo,31.744
Sotosalbos,49.173
Tabanera la Luenga,31.496
Tolocirio,31.496
Torreadrada,31.744
Torrecaballeros,39.564
Torrecilla del Pinar,29.971
Torreiglesias,28.525
Torre Val de San Pedro,27.423
Trescasas,49.643
Turégano,33.473
Urueñas,31.744
Valdeprados,31.399
Valdevacas de Montejo,31.744
Valdevacas y Guijar,31.399
Valseca,34.682
Valtiendas,31.744
Valverde del Majano,37.771
Valle de Tabladillo,31.744
Vallelado,34.045
Valleruela de Pedraza,31.399
Valleruela de Sepúlveda,31.399
Veganzones,31.058
Vegas de Matute,31.979
Ventosilla y Tejadilla,31.399
Villacastín,31.71
Villaverde de Íscar,28.74
Villaverde de Montejo,31.744
Villeguillo,25.751
Yanguas de Eresma,31.132
Zarzuela del Monte,29.419
Zarzuela del Pinar,30.31
Ortigosa del Monte,41.334
Cozuelos de Fuentidueña,27.957
Marazoleja,31.496
Navas de Riofrío,53.027
Cuevas de Provanco,27.421
San Cristóbal de Segovia,41.249
Aguadulce,25.03
Alanís,22.828
Albaida del Aljarafe,28.578
Alcalá de Guadaíra,34.143
Alcalá del Río,29.515
Alcolea del Río,25.901
"Algaba, La",30.267
Algámitas,24.255
Almadén de la Plata,25.403
Almensilla,33.843
Arahal,31.854
Aznalcázar,28.327
Aznalcóllar,28.084
Badolatosa,22.923
Benacazón,29.731
Bollullos de la Mitación,37.475
Bormujos,42.978
Brenes,28.354
Burguillos,27.477
"Cabezas de San Juan, Las",27.133
Camas,30.135
"Campana, La",26.691
Cantillana,27.471
Carmona,30.984
Carrión de los Céspedes,28.667
Casariche,26.038
Castilblanco de los Arroyos,24.881
Castilleja de Guzmán,44.822
Castilleja de la Cuesta,33.995
Castilleja del Campo,29.985
"Castillo de las Guardas, El",25.65
Cazalla de la Sierra,27.19
Constantina,25.401
Coria del Río,28.848
Coripe,24.823
"Coronil, El",27.046
"Corrales, Los",26.661
Dos Hermanas,37.584
Écija,29.634
Espartinas,48.244
Estepa,29.035
Fuentes de Andalucía,27.48
"Garrobo, El",26.504
Gelves,39.02
Gerena,32.281
Gilena,29.407
Gines,44.225
Guadalcanal,24.316
Guillena,31.354
Herrera,29.187
Huévar del Aljarafe,31.232
Lantejuela,25.221
Lebrija,28.448
Lora de Estepa,25.498
Lora del Río,27.661
"Luisiana, La",27.138
"Madroño, El",23.402
Mairena del Alcor,34.361
Mairena del Aljarafe,43.081
Marchena,29.971
Marinaleda,24.99
Martín de la Jara,24.712
"Molares, Los",27.705
Montellano,24.269
Morón de la Frontera,29.004
"Navas de la Concepción, Las",23.503
Olivares,29.057
Osuna,30.034
"Palacios y Villafranca, Los",28.352
Palomares del Río,42.601
Paradas,25.695
Pedrera,28.67
"Pedroso, El",25.383
Peñaflor,26.335
Pilas,26.771
Pruna,21.0
"Puebla de Cazalla, La",28.114
"Puebla de los Infantes, La",24.408
"Puebla del Río, La",28.512
"Real de la Jara, El",25.845
"Rinconada, La",32.823
"Roda de Andalucía, La",27.904
"Ronquillo, El",25.941
"Rubio, El",25.842
Salteras,38.257
San Juan de Aznalfarache,28.974
Sanlúcar la Mayor,31.138
San Nicolás del Puerto,22.198
Santiponce,32.026
"Saucejo, El",24.72
Sevilla,37.94
Tocina,27.457
Tomares,47.952
Umbrete,32.796
Utrera,30.796
Valencina de la Concepción,42.063
Villamanrique de la Condesa,25.734
Villanueva del Ariscal,30.756
Villanueva del Río y Minas,24.538
Villanueva de San Juan,20.193
Villaverde del Río,28.302
"Viso del Alcor, El",32.349
Cañada Rosal,28.316
Isla Mayor,22.702
"Cuervo de Sevilla, El",25.549
"Palmar de Troya, El",23.053
Abejar,34.639
Adradas,38.155
Ágreda,37.069
Alconaba,43.773
Alcubilla de Avellaneda,20.789
Alcubilla de las Peñas,25.482
Aldealafuente,37.422
Aldealices,37.127
Aldealpozo,37.422
Aldealseñor,37.422
Aldehuela de Periáñez,37.422
"Aldehuelas, Las",37.127
Alentisque,38.155
Aliud,37.422
Almajano,36.113
Almaluez,27.335
Almarza,36.713
Almazán,34.373
Almazul,37.422
Almenar de Soria,34.511
Alpanseque,25.482
Arancón,37.422
Arcos de Jalón,28.091
Arenillas,38.155
Arévalo de la Sierra,37.127
Ausejo de la Sierra,39.455
Baraona,26.408
Barca,39.444
Barcones,38.155
Bayubas de Abajo,33.415
Bayubas de Arriba,32.577
Beratón,37.422
Berlanga de Duero,31.918
Blacos,32.577
Bliecos,37.422
Borjabad,38.155
Borobia,29.791
Buberos,37.422
Buitrago,37.422
Burgo de Osma-Ciudad de Osma,34.348
Cabrejas del Campo,37.422
Cabrejas del Pinar,30.417
Calatañazor,32.577
Caltojar,38.155
Candilichera,37.218
Cañamaque,37.422
Carabantes,37.422
Caracena,29.232
Carrascosa de Abajo,29.232
Carrascosa de la Sierra,37.127
Casarejos,26.9
Castilfrío de la Sierra,37.127
Castilruiz,30.572
Castillejo de Robledo,29.232
Centenera de Andaluz,38.155
Cerbón,37.127
Cidones,34.349
Cigudosa,37.127
Cihuela,37.422
Ciria,37.422
Cirujales del Río,37.422
Coscurita,38.155
Covaleda,30.775
Cubilla,28.177
Cubo de la Solana,34.922
Cueva de Ágreda,37.422
Dévanos,37.422
Deza,27.155
Duruelo de la Sierra,36.56
Escobosa de Almazán,38.155
Espeja de San Marcelino,34.277
Espejón,23.573
Estepa de San Juan,37.127
Frechilla de Almazán,38.155
Fresno de Caracena,29.232
Fuentearmegil,25.159
Fuentecambrón,29.232
Fuentecantos,37.422
Fuentelmonge,37.422
Fuentelsaz de Soria,37.422
Fuentepinilla,32.577
Fuentes de Magaña,37.127
Fuentestrún,37.127
Garray,47.191
Golmayo,41.961
Gómara,28.109
Gormaz,32.577
Herrera de Soria,28.177
Hinojosa del Campo,37.422
Langa de Duero,30.134
Liceras,29.232
"Losilla, La",37.422
Magaña,37.127
Maján,38.155
Matalebreras,37.422
Matamala de Almazán,28.638
Medinaceli,32.067
Miño de Medinaceli,25.482
Miño de San Esteban,29.232
Molinos de Duero,32.952
Momblona,38.155
Monteagudo de las Vicarías,28.379
Montejo de Tiermes,30.429
Montenegro de Cameros,28.177
Morón de Almazán,35.437
Muriel de la Fuente,28.177
Muriel Viejo,28.177
Nafría de Ucero,29.232
Narros,37.422
Navaleno,33.789
Nepas,38.155
Nolay,38.155
Noviercas,32.942
Ólvega,37.433
Oncala,37.127
Pinilla del Campo,37.422
Portillo de Soria,37.422
"Póveda de Soria, La",31.254
Pozalmuro,37.422
Quintana Redonda,30.712
Quintanas de Gormaz,26.499
Quiñonería,37.422
"Rábanos, Los",36.517
Rebollar,37.127
Recuerda,29.232
Rello,38.155
Renieblas,41.987
Retortillo de Soria,30.156
Reznos,37.422
"Riba de Escalote, La",38.155
Rioseco de Soria,38.986
Rollamienta,37.127
"Royo, El",37.752
Salduero,33.175
San Esteban de Gormaz,34.401
San Felices,37.127
San Leonardo de Yagüe,32.91
San Pedro Manrique,33.53
Santa Cruz de Yanguas,37.127
Santa María de Huerta,26.189
Santa María de las Hoyas,27.374
Serón de Nágima,29.107
Soliedra,38.155
Soria,37.786
Sotillo del Rincón,40.981
Suellacabras,37.127
Tajahuerce,37.422
Tajueco,32.577
Talveila,27.323
Tardelcuende,34.034
Taroda,38.155
Tejado,37.422
Torlengua,37.422
Torreblacos,32.577
Torrubia de Soria,37.422
Trévago,37.127
Ucero,29.232
Vadillo,28.177
Valdeavellano de Tera,37.529
Valdegeña,37.127
Valdelagua del Cerro,37.127
Valdemaluque,25.019
Valdenebro,32.577
Valdeprado,37.127
Valderrodilla,32.577
Valtajeros,37.127
Velamazán,38.155
Velilla de la Sierra,37.422
Velilla de los Ajos,37.422
Viana de Duero,38.155
Villaciervos,32.577
Villanueva de Gormaz,29.232
Villar del Ala,37.127
Villar del Campo,37.422
Villar del Río,33.349
"Villares de Soria, Los",37.422
Villasayas,25.482
Villaseca de Arciel,37.422
Vinuesa,29.875
Vizmanos,37.127
Vozmediano,37.422
Yanguas,31.156
Yelo,25.482
Aiguamúrcia,34.731
Albinyana,35.307
"Albiol, L'",48.275
Alcanar,30.83
Alcover,39.528
Aldover,35.733
"Aleixar, L'",39.718
Alfara de Carles,28.929
Alforja,36.279
Alió,36.68
Almoster,60.442
Altafulla,47.792
"Ametlla de Mar, L'",34.077
Amposta,32.145
Arbolí,34.536
"Arboç, L'",34.876
"Argentera, L'",46.777
Arnes,32.815
Ascó,41.307
Banyeres del Penedès,40.283
Barberà de la Conca,33.038
Batea,30.697
Bellmunt del Priorat,28.14
Bellvei,35.793
Benifallet,33.671
Benissanet,35.195
"Bisbal de Falset, La",24.585
"Bisbal del Penedès, La",33.315
Blancafort,36.04
Bonastre,31.336
"Borges del Camp, Les",38.503
Bot,29.741
Botarell,41.326
Bràfim,39.611
Cabacés,29.768
Cabra del Camp,34.302
Calafell,34.697
Cambrils,40.382
Capafonts,31.121
Capçanes,38.155
Caseres,32.42
Castellvell del Camp,59.974
"Catllar, El",48.845
"Sénia, La",31.131
Colldejou,33.852
Conesa,31.474
Constantí,33.557
Corbera d'Ebre,33.613
Cornudella de Montsant,33.035
Creixell,34.264
Cunit,34.178
Xerta,31.333
Duesaigües,32.085
"Espluga de Francolí, L'",36.494
Falset,38.843
"Fatarella, La",34.409
"Febró, La",
"Figuera, La",28.45
Figuerola del Camp,43.188
Flix,38.647
Forès,
Freginals,33.091
"Galera, La",28.153
Gandesa,36.474
Garcia,32.3
"Garidells, Els",39.958
Ginestar,33.42
Godall,30.571
Gratallops,35.29
"Guiamets, Els",36.277
Horta de Sant Joan,30.06
"Lloar, El",32.479
Llorac,41.883
Llorenç del Penedès,40.815
Margalef,27.668
Marçà,32.928
Mas de Barberans,29.41
Masdenverge,32.013
Masllorenç,30.143
"Masó, La",37.106
Maspujols,44.595
"Masroig, El",31.713
"Milà, El",38.998
Miravet,32.79
"Molar, El",36.209
Montblanc,40.376
Montbrió del Camp,36.143
Montferri,34.396
"Montmell, El",29.79
Mont-ral,31.988
Mont-roig del Camp,32.709
Móra d'Ebre,37.861
Móra la Nova,36.186
"Morell, El",40.659
"Morera de Montsant, La",32.55
"Nou de Gaià, La",39.974
Nulles,38.143
"Palma d'Ebre, La",26.403
"Pallaresos, Els",53.149
Passanant i Belltall,37.367
Paüls,33.473
Perafort,45.967
"Perelló, El",31.253
"Piles, Les",45.229
"Pinell de Brai, El",35.041
Pira,37.316
"Pla de Santa Maria, El",34.989
"Pobla de Mafumet, La",42.387
"Pobla de Massaluca, La",29.089
"Pobla de Montornès, La",34.997
Poboleda,31.08
"Pont d'Armentera, El",29.561
Porrera,34.411
Pradell de la Teixeta,34.636
Prades,32.601
Prat de Comte,33.522
Pratdip,33.872
Puigpelat,42.996
Querol,30.348
Rasquera,32.181
Renau,57.311
Reus,37.169
"Riba, La",64.376
Riba-roja d'Ebre,34.638
"Riera de Gaià, La",41.382
Riudecanyes,32.809
Riudecols,37.193
Riudoms,39.236
Rocafort de Queralt,31.821
Roda de Berà,34.646
Rodonyà,33.764
Roquetes,35.985
"Rourell, El",38.373
Salomó,33.796
"Ràpita, La",32.663
Sant Jaume dels Domenys,37.193
Santa Bàrbara,30.446
Santa Coloma de Queralt,37.453
Santa Oliva,35.094
Pontils,30.568
Sarral,37.291
Savallà del Comtat,
"Secuita, La",43.945
"Selva del Camp, La",42.541
Senan,
Solivella,39.37
Tarragona,39.912
Tivenys,32.372
Tivissa,34.314
"Torre de Fontaubella, La",36.726
"Torre de l'Espanyol, La",33.352
Torredembarra,35.099
Torroja del Priorat,28.679
Tortosa,36.864
Ulldecona,30.958
Ulldemolins,29.936
Vallclara,
Vallfogona de Riucorb,
Vallmoll,42.71
Valls,38.483
Vandellòs i l'Hospitalet de l'Infant,42.932
"Vendrell, El",34.765
Vespella de Gaià,37.675
Vilabella,38.339
Vilallonga del Camp,39.412
Vilanova d'Escornalbou,37.489
Vilanova de Prades,23.09
Vilaplana,39.12
Vila-rodona,34.045
Vila-seca,37.278
Vilaverd,33.472
"Vilella Alta, La",41.228
"Vilella Baixa, La",31.687
Vilalba dels Arcs,31.408
Vimbodí i Poblet,35.525
Vinebre,37.122
Vinyols i els Arcs,43.07
Deltebre,33.443
Sant Jaume d'Enveja,31.215
Camarles,32.325
"Aldea, L'",31.327
Salou,35.852
"Ampolla, L'",32.391
"Canonja, La",39.082
Ababuj,28.721
Abejuela,29.615
Aguatón,33.389
Aguaviva,32.604
Aguilar del Alfambra,28.721
Alacón,26.824
Alba,28.863
Albalate del Arzobispo,31.842
Albarracín,36.099
Albentosa,31.497
Alcaine,30.588
Alcalá de la Selva,33.169
Alcañiz,35.287
Alcorisa,34.282
Alfambra,30.191
Aliaga,36.176
Almohaja,30.841
Alobras,30.841
Alpeñés,30.588
Allepuz,33.098
Alloza,29.86
Allueva,30.588
Anadón,30.588
Andorra,38.249
Arcos de las Salinas,26.546
Arens de Lledó,26.055
Argente,24.971
Ariño,36.17
Azaila,29.235
Bádenas,30.588
Báguena,27.05
Bañón,28.567
Barrachina,35.643
Bea,30.588
Beceite,30.413
Belmonte de San José,27.491
Bello,32.232
Berge,31.993
Bezas,30.841
Blancas,24.343
Blesa,29.235
Bordón,29.561
Bronchales,30.906
Bueña,33.389
Burbáguena,31.167
Cabra de Mora,28.721
Calaceite,28.049
Calamocha,34.02
Calanda,31.72
Calomarde,30.841
Camañas,23.065
Camarena de la Sierra,36.346
Camarillas,29.718
Caminreal,36.139
Cantavieja,32.552
Cañada de Benatanduz,28.721
"Cañada de Verich, La",29.235
Cañada Vellida,30.588
Cañizar del Olivar,32.372
Cascante del Río,29.615
Castejón de Tornos,33.389
Castel de Cabra,30.588
Castelnou,25.416
Castelserás,34.311
"Castellar, El",28.721
Castellote,30.49
Cedrillas,38.961
Celadas,36.651
Cella,34.445
"Cerollera, La",29.235
"Codoñera, La",29.414
Corbalán,36.253
Cortes de Aragón,30.588
Cosa,30.588
Cretas,27.533
Crivillén,30.588
"Cuba, La",28.721
Cubla,29.615
Cucalón,30.588
"Cuervo, El",30.841
Cuevas de Almudén,39.079
Cuevas Labradas,32.641
Ejulve,31.136
Escorihuela,28.085
Escucha,36.315
Estercuel,37.677
Ferreruela de Huerva,30.588
Fonfría,30.588
Formiche Alto,37.562
Fórnoles,29.235
Fortanete,29.046
Foz-Calanda,29.863
"Fresneda, La",28.417
Frías de Albarracín,27.437
Fuenferrada,30.588
Fuentes Calientes,30.588
Fuentes Claras,31.309
Fuentes de Rubielos,19.653
Fuentespalda,29.445
Galve,31.501
Gargallo,30.588
Gea de Albarracín,35.245
"Ginebrosa, La",27.154
Griegos,30.758
Guadalaviar,32.98
Gúdar,28.721
Híjar,32.936
Hinojosa de Jarque,30.588
"Hoz de la Vieja, La",30.588
Huesa del Común,30.588
"Iglesuela del Cid, La",26.704
Jabaloyas,30.841
Jarque de la Val,30.588
Jatiel,29.235
Jorcas,28.721
Josa,30.588
Lagueruela,30.588
Lanzuela,30.588
Libros,30.132
Lidón,29.615
Linares de Mora,27.743
Loscos,26.245
Lledó,32.516
Maicas,30.588
Manzanera,26.715
Martín del Río,38.835
Mas de las Matas,32.552
"Mata de los Olmos, La",39.901
Mazaleón,29.257
Mezquita de Jarque,30.588
Mirambel,32.052
Miravete de la Sierra,28.721
Molinos,29.078
Monforte de Moyuela,30.588
Monreal del Campo,34.132
Monroyo,31.301
Montalbán,37.071
Monteagudo del Castillo,28.721
Monterde de Albarracín,30.841
Mora de Rubielos,33.881
Moscardón,30.841
Mosqueruela,30.38
Muniesa,29.965
Noguera de Albarracín,34.686
Nogueras,30.588
Nogueruelas,24.609
Obón,30.588
Odón,28.018
Ojos Negros,27.762
Olba,23.766
Oliete,28.947
"Olmos, Los",27.222
Orihuela del Tremedal,33.367
Orrios,33.406
Palomar de Arroyos,43.352
Pancrudo,32.918
"Parras de Castellote, Las",29.235
Peñarroya de Tastavins,34.608
Peracense,30.841
Peralejos,29.615
Perales del Alfambra,32.928
Pitarque,28.721
Plou,30.588
"Pobo, El",28.721
"Portellada, La",28.01
Pozondón,30.841
Pozuel del Campo,33.389
"Puebla de Híjar, La",31.156
"Puebla de Valverde, La",31.468
Puertomingalvo,22.647
Ráfales,25.434
Rillo,37.714
Riodeva,30.808
Ródenas,30.841
Royuela,32.561
Rubiales,30.841
Rubielos de la Cérida,33.389
Rubielos de Mora,30.888
Salcedillo,30.588
Saldón,30.841
Samper de Calanda,32.809
San Agustín,25.601
San Martín del Río,28.648
Santa Cruz de Nogueras,30.588
Santa Eulalia,33.138
Sarrión,32.348
Segura de los Baños,30.588
Seno,29.235
Singra,33.389
Terriente,36.032
Teruel,39.5
Toril y Masegoso,30.841
Tormón,30.841
Tornos,32.254
Torralba de los Sisones,25.23
Torrecilla de Alcañiz,27.701
Torrecilla del Rebollar,32.071
Torre de Arcas,29.235
Torre de las Arcas,30.588
Torre del Compte,28.658
Torrelacárcel,30.026
Torre los Negros,30.588
Torremocha de Jiloca,30.656
Torres de Albarracín,30.987
Torrevelilla,25.171
Torrijas,29.615
Torrijo del Campo,30.555
Tramacastiel,29.615
Tramacastilla,25.322
Tronchón,28.721
Urrea de Gaén,33.061
Utrillas,38.298
Valacloche,29.615
Valbona,28.015
Valdealgorfa,28.109
Valdecuenca,30.841
Valdelinares,28.721
Valdeltormo,26.108
Valderrobres,32.408
Valjunquera,27.69
"Vallecillo, El",30.841
Veguillas de la Sierra,30.841
Villafranca del Campo,28.182
Villahermosa del Campo,30.588
Villanueva del Rebollar de la Sierra,30.588
Villar del Cobo,31.021
Villar del Salz,30.841
Villarluengo,30.261
Villarquemado,33.347
Villarroya de los Pinares,28.521
Villastar,33.997
Villel,29.105
Vinaceite,29.089
Visiedo,24.978
Vivel del Río Martín,30.588
"Zoma, La",30.588
Ajofrín,31.25
Alameda de la Sagra,27.43
Albarreal de Tajo,27.78
Alcabón,25.977
Alcañizo,27.186
Alcaudete de la Jara,23.206
Alcolea de Tajo,27.915
Aldea en Cabo,27.388
Aldeanueva de Barbarroya,22.842
Aldeanueva de San Bartolomé,25.648
Almendral de la Cañada,22.584
Almonacid de Toledo,28.835
Almorox,27.068
Añover de Tajo,30.761
Arcicóllar,29.29
Argés,38.92
Azután,23.787
Barcience,30.198
Bargas,38.475
Belvís de la Jara,26.168
Borox,31.023
Buenaventura,24.892
Burguillos de Toledo,38.842
Burujón,28.257
Cabañas de la Sagra,30.807
Cabañas de Yepes,27.27
Cabezamesada,24.17
Calera y Chozas,28.891
Caleruela,25.728
Calzada de Oropesa,25.2
Camarena,28.906
Camarenilla,26.932
"Campillo de la Jara, El",22.72
Camuñas,26.771
Cardiel de los Montes,26.678
Carmena,27.784
"Carpio de Tajo, El",26.512
Carranque,38.511
Carriches,26.444
"Casar de Escalona, El",23.875
Casarrubios del Monte,30.436
Casasbuenas,27.452
Castillo de Bayuela,30.791
Cazalegas,25.556
Cebolla,25.468
Cedillo del Condado,30.299
"Cerralbos, Los",25.921
Cervera de los Montes,30.36
Ciruelos,27.723
Cobeja,32.684
Cobisa,49.344
Consuegra,30.925
Corral de Almaguer,27.708
Cuerva,28.733
Chozas de Canales,27.936
Chueca,32.982
Domingo Pérez,21.179
Dosbarrios,28.728
Erustes,26.643
Escalona,26.261
Escalonilla,27.476
Espinoso del Rey,21.6
Esquivias,34.525
"Estrella, La",22.258
Fuensalida,29.677
Gálvez,31.117
Garciotum,29.326
Gerindote,28.394
Guadamur,34.38
"Guardia, La",26.512
"Herencias, Las",25.073
Herreruela de Oropesa,26.634
Hinojosa de San Vicente,26.16
Hontanar,28.546
Hormigos,23.254
Huecas,30.468
Huerta de Valdecarábanos,27.928
"Iglesuela del Tiétar, La",23.322
Illán de Vacas,
Illescas,39.826
Lagartera,27.033
Layos,40.557
Lillo,24.017
Lominchar,29.56
Lucillos,25.848
Madridejos,31.062
Magán,30.944
Malpica de Tajo,27.7
Manzaneque,24.981
Maqueda,26.31
Marjaliza,25.86
Marrupe,24.584
Mascaraque,27.104
"Mata, La",24.915
Mazarambroz,31.436
Mejorada,28.981
Menasalbas,31.743
Méntrida,30.705
Mesegar de Tajo,25.002
Miguel Esteban,27.51
Mocejón,31.443
Mohedas de la Jara,22.462
Montearagón,25.804
Montesclaros,26.266
Mora,30.23
Nambroca,39.139
"Nava de Ricomalillo, La",26.203
Navahermosa,27.114
Navalcán,25.111
Navalmoralejo,
"Navalmorales, Los",25.205
"Navalucillos, Los",24.558
Navamorcuende,27.917
Noblejas,34.18
Noez,29.127
Nombela,23.865
Novés,30.681
Numancia de la Sagra,31.126
Nuño Gómez,26.566
Ocaña,28.691
Olías del Rey,44.497
Ontígola,35.385
Orgaz,32.404
Oropesa,28.333
Otero,22.963
Palomeque,29.17
Pantoja,30.047
Paredes de Escalona,27.374
Parrillas,25.725
Pelahustán,23.208
Pepino,46.905
Polán,31.495
Portillo de Toledo,29.685
"Puebla de Almoradiel, La",27.215
"Puebla de Montalbán, La",31.151
"Pueblanueva, La",27.344
"Puente del Arzobispo, El",28.368
Puerto de San Vicente,25.807
Pulgar,30.428
Quero,24.4
Quintanar de la Orden,29.409
Quismondo,26.492
"Real de San Vicente, El",25.036
Recas,30.07
Retamoso de la Jara,25.344
Rielves,30.26
Robledo del Mazo,24.157
"Romeral, El",25.649
San Bartolomé de las Abiertas,26.273
San Martín de Montalbán,26.836
San Martín de Pusa,25.391
San Pablo de los Montes,26.311
San Román de los Montes,33.882
Santa Ana de Pusa,24.111
Santa Cruz de la Zarza,28.586
Santa Cruz del Retamar,30.095
